student_id,date,name,country,sql,excel,maths,python,poo,tableau,data_exploration,data_manipulation,data_viz,data_transformation,data_modelisation,data_deployement,pack_office,result_presentation,moyenne,admis,mention
GMC0001490,2023-06-22,Jouini Mohamed,Tunisie,66.6,88,67,34,64,19,66.6,33.64,67,34,64,88,56,88,59.343199999999996,Oui,passable
GMC0001491,2023-06-22,Ben Younes Mohamed,Tunisie,53.9,9,54,36,34,54,53.9,35.8,54,36,34,9,1,9,35.679,Non,refusée
GMC0001492,2023-06-23,Foe Ekwalla,Cameroun,60.34,76,60,53,57,39,60.34,52.96,60,53,57,76,59,76,60.0204,Oui,assez bien
GMC0001493,2023-06-21,Niang Ousmane,Sénégal,80.28,7,80,26,36,37,80.28,25.82,80,26,36,7,46,7,40.8718,Non,refusée
GMC0001494,2023-06-20,Coulibaly Bakary,Côte d'ivoire,45.6,11,46,33,73,28,45.6,33.22,46,33,73,11,60,11,39.2126,Non,refusée
GMC0001495,2023-06-21,El Hani Mohamed,Tunisie,73.56,19,74,38,55,73,73.56,37.85,74,38,55,19,3,19,48.3654,Non,refusée
GMC0001496,2023-06-23,Kafando Kossi,Bénin,65.84,20,66,32,93,50,65.84,31.91,66,32,93,20,57,20,50.77040000000001,Oui,passable
GMC0001497,2023-06-21,Onana Nyom,Cameroun,47.15,17,47,62,56,92,47.15,62.02,47,62,56,17,56,17,48.6596,Non,refusée
GMC0001498,2023-06-19,Ndiaye Khady,Sénégal,61.45,52,61,1,100,6,61.45,1.0,61,1,100,52,37,52,46.075,Non,refusée
GMC0001499,2023-06-22,Gustave Kana,Cameroun,34.61,50,35,52,53,95,34.61,51.8,35,52,53,50,47,50,48.25940000000001,Non,refusée
GMC0001500,2023-06-21,Sylla Moussa,Côte d'ivoire,59.63,34,60,54,62,23,59.63,54.37,60,54,62,34,68,34,52.131800000000005,Oui,passable
GMC0001501,2023-06-22,Kouma Koffi,Bénin,57.29,94,57,93,67,50,57.29,92.51,57,93,67,94,87,94,76.4954,Oui,bien
GMC0001502,2023-06-22,Camara Moussa,Sénégal,44.4,72,44,26,86,52,44.4,26.32,44,26,86,72,32,72,51.5136,Oui,passable
GMC0001503,2023-06-20,Diakité Moussa,Côte d'ivoire,77.23,25,77,65,79,16,77.23,64.57,77,65,79,25,92,25,61.442800000000005,Oui,assez bien
GMC0001504,2023-06-20,Ben Younes Mohamed,Tunisie,75.28,37,75,38,38,46,75.28,38.39,75,38,38,37,39,37,49.3474,Non,refusée
GMC0001505,2023-06-20,Tchamda Zock,Cameroun,78.12,90,78,57,50,34,78.12,56.83,78,57,50,90,78,90,68.3732,Oui,assez bien
GMC0001506,2023-06-20,Djoko Foe,Cameroun,3.23,45,3,43,65,59,3.23,43.01,3,43,65,45,60,45,35.978,Non,refusée
GMC0001507,2023-06-23,Diakité Moussa,Côte d'ivoire,54.39,81,54,63,58,74,54.39,62.86,54,63,58,81,77,81,63.9444,Oui,assez bien
GMC0001508,2023-06-19,Brou Téa,Côte d'ivoire,30.59,44,31,65,41,83,30.59,64.85,31,65,41,44,68,44,47.5146,Non,refusée
GMC0001509,2023-06-21,Dione Anta,Sénégal,42.4,60,42,37,25,24,42.4,37.2,42,37,25,60,76,60,41.571999999999996,Non,refusée
GMC0001510,2023-06-21,Donou Gbènè,Bénin,18.99,49,19,52,14,55,18.99,52.1,19,52,14,49,40,49,35.3556,Non,refusée
GMC0001511,2023-06-19,Harbaoui Amine,Tunisie,37.31,92,37,65,59,1,37.31,65.48,37,65,59,92,85,92,59.0538,Oui,passable
GMC0001512,2023-06-20,Aka Kouamé,Côte d'ivoire,41.14,28,41,57,57,94,41.14,56.76,41,57,57,28,30,28,47.3684,Non,refusée
GMC0001513,2023-06-22,Ben Farhat Mohamed,Tunisie,23.85,73,24,40,41,56,23.85,39.81,24,40,41,73,48,73,42.796800000000005,Non,refusée
GMC0001514,2023-06-22,Yaya Mbia,Cameroun,59.84,48,60,48,50,27,59.84,48.36,60,48,50,48,7,48,50.314400000000006,Oui,passable
GMC0001515,2023-06-22,Sarr Aissatou,Sénégal,41.36,66,41,33,100,59,41.36,33.12,41,33,100,66,83,66,54.886,Oui,passable
GMC0001516,2023-06-23,Tientcheu Tchakounté,Cameroun,82.83,31,83,21,65,44,82.83,20.6,83,21,65,31,26,31,49.635200000000005,Non,refusée
GMC0001517,2023-06-20,Merai Mohamed,Tunisie,90.21,55,90,90,87,39,90.21,90.02,90,90,87,55,67,55,80.10600000000001,Oui,très bien
GMC0001518,2023-06-22,Nguiamba Doumbe,Cameroun,44.52,8,45,85,51,37,44.52,85.1,45,85,51,8,78,8,50.0488,Oui,passable
GMC0001519,2023-06-23,Coulibaly Mohamed,Côte d'ivoire,41.29,88,41,32,30,1,41.29,31.98,41,32,30,88,57,88,44.967,Non,refusée
GMC0001520,2023-06-19,Kouma Koffi,Bénin,57.53,22,58,75,61,24,57.53,75.02,58,75,61,22,25,22,53.977799999999995,Oui,passable
GMC0001521,2023-06-21,Camara Cheikh,Sénégal,44.37,44,44,63,53,6,44.37,63.24,44,63,53,44,17,44,48.815,Non,refusée
GMC0001522,2023-06-22,Sarr Ibrahima,Sénégal,33.44,24,33,46,14,78,33.44,45.76,33,46,14,24,87,24,34.7464,Non,refusée
GMC0001523,2023-06-20,Pazan Sègbè,Bénin,72.79,73,73,69,74,73,72.79,68.81,73,69,74,73,68,73,71.9684,Oui,bien
GMC0001524,2023-06-22,Tchuisseu Tchakounté,Cameroun,79.77,50,80,98,33,64,79.77,97.99,80,98,33,50,13,50,69.557,Oui,assez bien
GMC0001525,2023-06-20,Kotto Mbappe,Cameroun,47.26,13,47,62,52,60,47.26,61.88,47,62,52,13,40,13,45.6198,Non,refusée
GMC0001526,2023-06-19,Coulibaly Souleymane,Côte d'ivoire,41.04,50,41,75,64,66,41.04,75.44,41,75,64,50,71,50,57.690799999999996,Oui,passable
GMC0001527,2023-06-22,Alidou Foli,Bénin,64.26,78,64,57,48,39,64.26,56.95,64,57,48,78,67,78,61.4504,Oui,assez bien
GMC0001528,2023-06-21,El Mokni Mohamed,Tunisie,59.79,90,60,63,78,41,59.79,62.54,60,63,78,90,17,90,68.1238,Oui,assez bien
GMC0001529,2023-06-19,Toukam Chedjou,Cameroun,60.25,94,60,1,42,55,60.25,1.0,60,1,42,94,28,94,46.68899999999999,Non,refusée
GMC0001530,2023-06-20,Nko'o Ekwalla,Cameroun,67.7,20,68,51,27,50,67.7,50.88,68,51,27,20,83,20,46.6284,Non,refusée
GMC0001531,2023-06-21,Diagne Aissatou,Sénégal,22.48,12,22,61,70,62,22.48,61.17,22,61,70,12,69,12,41.2328,Non,refusée
GMC0001532,2023-06-20,Ablamba Akouvi,Bénin,89.12,42,89,26,50,58,89.12,26.44,89,26,50,42,55,42,53.894,Oui,passable
GMC0001533,2023-06-21,Dhahri Mohamed,Tunisie,64.06,32,64,25,100,71,64.06,25.37,64,25,100,32,68,32,52.87,Oui,passable
GMC0001534,2023-06-20,Akoa Ekwalla,Cameroun,31.57,84,32,32,39,14,31.57,31.92,32,32,39,84,92,84,44.017399999999995,Non,refusée
GMC0001535,2023-06-23,Toure Adama,Côte d'ivoire,35.27,70,35,20,44,36,35.27,19.54,35,20,44,70,70,70,40.051,Non,refusée
GMC0001536,2023-06-23,Samba Babacar,Sénégal,61.45,61,61,62,40,47,61.45,61.64,61,62,40,61,56,61,57.3552,Oui,passable
GMC0001537,2023-06-22,Koné Cheick,Côte d'ivoire,50.13,92,50,87,1,39,50.13,86.95,50,87,1,92,52,92,60.6262,Oui,assez bien
GMC0001538,2023-06-21,Gustave Kana,Cameroun,46.98,64,47,96,42,88,46.98,96.15,47,96,42,64,23,64,64.5532,Oui,assez bien
GMC0001539,2023-06-22,Kallel Mohamed,Tunisie,41.17,72,41,33,91,31,41.17,32.67,41,33,91,72,27,72,52.3494,Oui,passable
GMC0001540,2023-06-21,Dje Biya,Cameroun,88.83,4,89,43,25,25,88.83,42.54,89,43,25,4,31,4,45.1034,Non,refusée
GMC0001541,2023-06-20,Monthe Foli,Bénin,51.88,91,52,65,72,53,51.88,65.02,52,65,72,91,56,91,66.8358,Oui,assez bien
GMC0001542,2023-06-19,Bakayoko Mamadou,Côte d'ivoire,74.9,74,75,22,36,72,74.9,22.15,75,22,36,74,75,74,53.672,Oui,passable
GMC0001543,2023-06-19,Ngal Ngando,Cameroun,46.93,17,47,46,46,27,46.93,46.35,47,46,46,17,87,17,40.5952,Non,refusée
GMC0001544,2023-06-23,Badiane Lamine,Sénégal,75.01,68,75,15,58,78,75.01,15.31,75,15,58,68,19,68,53.1742,Oui,passable
GMC0001545,2023-06-22,Etoo Onana,Cameroun,39.73,74,40,81,97,26,39.73,81.05,40,81,97,74,6,74,66.20020000000001,Oui,assez bien
GMC0001546,2023-06-19,Tchabi Kossi,Bénin,54.31,88,54,76,82,12,54.31,75.68,54,76,82,88,64,88,70.0658,Oui,bien
GMC0001547,2023-06-22,El Ouerghi Mohamed,Tunisie,71.1,76,71,13,36,32,71.1,12.57,71,13,36,76,28,76,47.79559999999999,Non,refusée
GMC0001548,2023-06-22,Atchadé Têko,Bénin,79.41,97,79,100,73,71,79.41,100.0,79,100,73,97,42,97,86.6144,Oui,très bien
GMC0001549,2023-06-23,Sanogo Moussa,Côte d'ivoire,63.46,18,63,51,53,32,63.46,51.35,63,51,53,18,49,18,47.6304,Non,refusée
GMC0001550,2023-06-20,Bakayoko Mamadou,Côte d'ivoire,61.8,75,62,73,55,94,61.8,72.81,62,73,55,75,63,75,67.8918,Oui,assez bien
GMC0001551,2023-06-21,Sylla Ndèye,Sénégal,50.31,4,50,58,63,19,50.31,57.7,50,58,63,4,56,4,44.0234,Non,refusée
GMC0001552,2023-06-23,Dhaou Mohamed,Tunisie,52.32,33,52,70,50,81,52.32,70.48,52,70,50,33,51,33,54.1762,Oui,passable
GMC0001553,2023-06-23,Kone Lamine,Côte d'ivoire,37.61,100,38,79,59,63,37.61,78.53,38,79,59,100,73,100,66.9478,Oui,assez bien
GMC0001554,2023-06-21,Eloui Mohamed,Tunisie,25.78,14,26,48,100,62,25.78,47.8,26,48,100,14,86,14,44.20719999999999,Non,refusée
GMC0001555,2023-06-19,Koulibaly Souleymane,Côte d'ivoire,57.42,70,57,78,100,61,57.42,78.1,57,78,100,70,39,70,72.2968,Oui,bien
GMC0001556,2023-06-19,Trabelsi Nizar,Tunisie,49.96,24,50,72,23,39,49.96,72.18,50,72,23,24,91,24,47.052800000000005,Non,refusée
GMC0001557,2023-06-21,Zock Nkoulou,Cameroun,75.74,66,76,62,25,42,75.74,62.36,76,62,25,66,87,66,60.8384,Oui,assez bien
GMC0001558,2023-06-19,Goudiaby Aminata,Sénégal,100.0,53,100,86,55,64,100.0,86.04,100,86,55,53,50,53,77.0962,Oui,bien
GMC0001559,2023-06-20,Sarr Ibrahima,Sénégal,45.23,86,45,36,17,34,45.23,35.68,45,36,17,86,65,86,46.2526,Non,refusée
GMC0001560,2023-06-22,Agbantou Têko,Bénin,10.38,44,10,44,69,26,10.38,43.51,10,44,69,44,93,44,38.118,Non,refusée
GMC0001561,2023-06-23,Kante Abdoulaye,Côte d'ivoire,100.0,1,100,73,74,13,100.0,72.6,100,73,74,1,68,1,64.329,Oui,assez bien
GMC0001562,2023-06-23,Diakité Sadio,Côte d'ivoire,19.02,80,19,31,57,48,19.02,31.1,19,31,57,80,78,80,43.0708,Non,refusée
GMC0001563,2023-06-22,Ben Youssef Mohamed,Tunisie,19.41,45,19,55,44,38,19.41,55.16,19,55,44,45,99,45,40.755199999999995,Non,refusée
GMC0001564,2023-06-22,Fofana Mamadou,Côte d'ivoire,41.62,78,42,45,45,34,41.62,45.48,42,45,45,78,40,78,50.2232,Oui,passable
GMC0001565,2023-06-22,Zangnan Komi,Bénin,61.5,82,61,44,81,15,61.5,43.73,61,44,81,82,2,82,60.7504,Oui,assez bien
GMC0001566,2023-06-22,Ben Zayed Mohamed,Tunisie,33.99,56,34,47,21,71,33.99,46.99,34,47,21,56,35,56,41.5138,Non,refusée
GMC0001567,2023-06-21,Sane Aminata,Sénégal,94.06,36,94,33,97,86,94.06,32.67,94,33,97,36,39,36,64.398,Oui,assez bien
GMC0001568,2023-06-20,Dhaou Mohamed,Tunisie,47.86,4,48,22,22,41,47.86,22.38,48,22,22,4,72,4,27.974800000000002,Non,refusée
GMC0001569,2023-06-22,Ogou Amavi,Bénin,90.9,10,91,84,49,38,90.9,83.63,91,84,49,10,40,10,62.9464,Oui,assez bien
GMC0001570,2023-06-23,Mboma Song,Cameroun,36.4,2,36,50,26,81,36.4,50.42,36,50,26,2,74,2,34.1716,Non,refusée
GMC0001571,2023-06-19,El Mokni Mohamed,Tunisie,23.75,76,24,60,8,25,23.75,59.58,24,60,8,76,31,76,42.1074,Non,refusée
GMC0001572,2023-06-20,Ntoumba Mbarga,Cameroun,56.37,50,56,55,26,66,56.37,54.63,56,55,26,50,19,50,49.45219999999999,Non,refusée
GMC0001573,2023-06-23,Kpatinvoh Akouvi,Bénin,6.25,54,6,41,83,78,6.25,40.99,6,41,83,54,35,54,41.2682,Non,refusée
GMC0001574,2023-06-22,El Ouerghi Mohamed,Tunisie,63.78,71,64,75,76,66,63.78,75.04,64,75,76,71,51,71,70.2634,Oui,bien
GMC0001575,2023-06-22,Batcho Koffi,Bénin,85.32,9,85,49,77,36,85.32,49.22,85,49,77,9,70,9,56.2514,Oui,passable
GMC0001576,2023-06-19,Chahed Youssef,Tunisie,83.04,90,83,68,68,29,83.04,68.08,83,68,68,90,30,90,74.682,Oui,bien
GMC0001577,2023-06-19,Ben Othmane Mohamed,Tunisie,1.0,75,1,55,42,28,1.0,55.3,1,55,42,75,1,75,38.659,Non,refusée
GMC0001578,2023-06-21,Diakité Mohamed,Côte d'ivoire,75.59,83,76,63,26,85,75.59,62.62,76,63,26,83,20,83,64.99520000000001,Oui,assez bien
GMC0001579,2023-06-23,Ben Chérif Hedi,Tunisie,70.6,49,71,46,100,58,70.6,45.55,71,46,100,49,97,49,64.197,Oui,assez bien
GMC0001580,2023-06-20,Monastiri Mohamed,Tunisie,34.13,71,34,56,54,28,34.13,56.14,34,56,54,71,8,71,50.1004,Oui,passable
GMC0001581,2023-06-19,Chebbi Ahmed,Tunisie,1.0,94,1,45,37,88,1.0,44.87,1,45,37,94,12,94,41.4636,Non,refusée
GMC0001582,2023-06-23,Ndiaye Ousmane,Sénégal,25.81,13,26,25,15,10,25.81,24.74,26,25,15,13,35,13,20.8656,Non,refusée
GMC0001583,2023-06-23,Tchuisseu Tchakounté,Cameroun,65.12,61,65,68,40,33,65.12,68.38,65,68,40,61,9,61,58.7482,Oui,passable
GMC0001584,2023-06-19,Sylla Cheick,Côte d'ivoire,98.24,50,98,26,5,27,98.24,26.35,98,26,5,50,70,50,50.0716,Oui,passable
GMC0001585,2023-06-19,Sarr Mariama,Sénégal,29.41,28,29,87,1,90,29.41,86.62,29,87,1,28,42,28,43.315,Non,refusée
GMC0001586,2023-06-19,Tiemoko Cisse,Côte d'ivoire,57.8,8,58,8,32,42,57.8,8.28,58,8,32,8,15,8,28.342399999999998,Non,refusée
GMC0001587,2023-06-19,Agbémé Gbènè,Bénin,30.37,11,30,15,32,33,30.37,14.55,30,15,32,11,32,11,22.506800000000002,Non,refusée
GMC0001588,2023-06-19,Fofana Adama,Côte d'ivoire,68.5,43,69,46,59,89,68.5,46.07,69,46,59,43,77,43,56.698600000000006,Oui,passable
GMC0001589,2023-06-19,Dhaou Mohamed,Tunisie,39.09,28,39,100,37,88,39.09,100.0,39,100,37,28,17,28,55.120599999999996,Oui,passable
GMC0001590,2023-06-22,Bouzouita Mohamed,Tunisie,15.37,47,15,63,4,63,15.37,62.98,15,63,4,47,84,47,36.4772,Non,refusée
GMC0001591,2023-06-19,Cissé Ndèye,Sénégal,48.63,11,49,35,71,49,48.63,35.45,49,35,71,11,87,11,41.7552,Non,refusée
GMC0001592,2023-06-22,Kante Abdoulaye,Sénégal,31.03,81,31,71,9,41,31.03,71.07,31,71,9,81,72,81,49.9908,Non,refusée
GMC0001593,2023-06-20,Tchalla Foli,Bénin,33.42,11,33,43,22,9,33.42,42.84,33,43,22,11,40,11,28.877,Non,refusée
GMC0001594,2023-06-23,Chaabane Néjib,Tunisie,44.22,30,44,51,42,21,44.22,50.7,44,51,42,30,10,30,41.2768,Non,refusée
GMC0001595,2023-06-22,Kandjou Tchakounté,Cameroun,57.83,60,58,61,35,25,57.83,60.6,58,61,35,60,8,60,53.2442,Oui,passable
GMC0001596,2023-06-20,Zock Nkoulou,Cameroun,60.26,54,60,24,75,11,60.26,23.98,60,24,75,54,38,54,48.8088,Non,refusée
GMC0001597,2023-06-20,Sane Mame,Sénégal,74.08,62,74,37,84,48,74.08,36.62,74,37,84,62,81,62,61.9828,Oui,assez bien
GMC0001598,2023-06-19,Nko'o Ekwalla,Cameroun,80.37,5,80,54,17,41,80.37,54.09,80,54,17,5,95,5,46.444,Non,refusée
GMC0001599,2023-06-20,Drame Moussa,Sénégal,17.47,29,17,64,74,69,17.47,63.75,17,64,74,29,54,29,44.574799999999996,Non,refusée
GMC0001600,2023-06-23,Ndiaye Ousmane,Sénégal,89.93,40,90,83,45,90,89.93,82.93,90,83,45,40,14,40,69.34460000000001,Oui,assez bien
GMC0001601,2023-06-23,Ben Dhia Khaled,Tunisie,31.58,91,32,79,37,56,31.58,78.71,32,79,37,91,40,91,58.888999999999996,Oui,passable
GMC0001602,2023-06-22,Batonon Gbènè,Bénin,67.65,40,68,7,69,42,67.65,7.24,68,7,69,40,45,40,43.9902,Non,refusée
GMC0001603,2023-06-20,Diabaté Abdoulaye,Côte d'ivoire,24.21,21,24,48,38,45,24.21,47.54,24,48,38,21,98,21,34.693599999999996,Non,refusée
GMC0001604,2023-06-20,Niang Ibrahima,Sénégal,77.28,25,77,75,35,22,77.28,75.4,77,75,35,25,18,25,56.0362,Oui,passable
GMC0001605,2023-06-22,Koné Cheick,Côte d'ivoire,62.39,1,62,44,12,78,62.39,44.3,62,44,12,1,63,1,37.4996,Non,refusée
GMC0001606,2023-06-21,Eloundou Tchoutchoui,Cameroun,83.16,94,83,29,31,57,83.16,29.12,83,29,31,94,28,94,59.746,Oui,passable
GMC0001607,2023-06-22,Kante Ndèye,Sénégal,71.03,88,71,37,43,25,71.03,37.4,71,37,43,88,61,88,58.4842,Oui,passable
GMC0001608,2023-06-23,Kpatinvoh Akouvi,Bénin,52.31,87,52,99,37,1,52.31,98.53,52,99,37,87,24,87,67.2528,Oui,assez bien
GMC0001609,2023-06-22,Mbarga Ntep,Cameroun,77.25,99,77,50,7,82,77.25,50.13,77,50,7,99,65,99,62.744400000000006,Oui,assez bien
GMC0001610,2023-06-19,Kandjou Tchakounté,Cameroun,100.0,48,100,77,40,89,100.0,77.2,100,77,40,48,68,48,72.54400000000001,Oui,bien
GMC0001611,2023-06-23,Traoré Adama,Côte d'ivoire,73.95,67,74,66,65,39,73.95,65.95,74,66,65,67,65,67,67.396,Oui,assez bien
GMC0001612,2023-06-19,Drame Ndongo,Sénégal,37.68,100,38,28,63,78,37.68,27.86,38,28,63,100,18,100,52.843999999999994,Oui,passable
GMC0001613,2023-06-20,Kane Rokhaya,Sénégal,29.5,80,29,73,78,98,29.5,72.93,29,73,78,80,36,80,62.4044,Oui,assez bien
GMC0001614,2023-06-19,Camara Cheikh,Sénégal,25.35,62,25,27,59,50,25.35,27.2,25,27,59,62,73,62,40.486999999999995,Non,refusée
GMC0001615,2023-06-20,Kante Boubacar,Côte d'ivoire,9.87,96,10,50,56,41,9.87,50.08,10,50,56,96,38,96,47.6442,Non,refusée
GMC0001616,2023-06-21,Koné Souleymane,Côte d'ivoire,87.2,3,87,99,55,85,87.2,99.19,87,99,55,3,47,3,67.6062,Oui,assez bien
GMC0001617,2023-06-22,Diakhaté Ibrahima,Sénégal,72.7,20,73,78,68,20,72.7,77.58,73,78,68,20,53,20,60.424400000000006,Oui,assez bien
GMC0001618,2023-06-22,Ndiaye Modou,Sénégal,1.0,95,1,51,52,24,1.0,51.24,1,51,52,95,4,95,43.0542,Non,refusée
GMC0001619,2023-06-19,Kameni N'Guemo,Cameroun,58.35,24,58,55,1,21,58.35,55.04,58,55,1,24,60,24,39.8762,Non,refusée
GMC0001620,2023-06-22,Kpadonou Yayra,Bénin,61.88,67,62,76,71,42,61.88,76.11,62,76,71,67,30,67,66.979,Oui,assez bien
GMC0001621,2023-06-22,Tunis Fethi,Tunisie,55.14,20,55,51,28,48,55.14,51.17,55,51,28,20,44,20,42.1132,Non,refusée
GMC0001622,2023-06-20,Matip Ngog,Cameroun,55.32,92,55,84,23,63,55.32,84.03,55,84,23,92,13,92,65.0192,Oui,assez bien
GMC0001623,2023-06-23,Mbodji Aïssatou,Sénégal,99.2,38,99,47,60,36,99.2,46.87,99,47,60,38,73,38,63.01559999999999,Oui,assez bien
GMC0001624,2023-06-22,Badiane Pape,Sénégal,100.0,72,100,39,29,37,100.0,39.22,100,39,29,72,35,72,62.2296,Oui,assez bien
GMC0001625,2023-06-19,El Abed Mohamed,Tunisie,21.11,41,21,74,2,40,21.11,73.52,21,74,2,41,49,41,38.138,Non,refusée
GMC0001626,2023-06-20,Togbè Gbènè,Bénin,28.45,10,28,55,25,84,28.45,55.2,28,55,25,10,75,10,34.749,Non,refusée
GMC0001627,2023-06-23,Gueye Amadou,Sénégal,29.46,8,29,58,73,17,29.46,57.97,29,58,73,8,94,8,40.85,Non,refusée
GMC0001628,2023-06-19,Batcho Koffi,Bénin,33.3,46,33,95,25,84,33.3,95.01,33,95,25,46,24,46,53.6288,Oui,passable
GMC0001629,2023-06-22,Sèssinou Amavi,Bénin,40.8,94,41,48,44,54,40.8,47.54,41,48,44,94,67,94,55.1092,Oui,passable
GMC0001630,2023-06-21,Samba Babacar,Sénégal,50.5,5,51,33,58,35,50.5,32.69,51,33,58,5,84,5,37.8102,Non,refusée
GMC0001631,2023-06-20,Owona Biya,Cameroun,29.42,58,29,84,49,72,29.42,84.19,29,84,49,58,28,58,55.232,Oui,passable
GMC0001632,2023-06-20,Kante Mohamed,Côte d'ivoire,45.86,92,46,84,56,35,45.86,83.99,46,84,56,92,21,92,66.5716,Oui,assez bien
GMC0001633,2023-06-20,Kandjou Tchakounté,Cameroun,68.02,41,68,27,60,64,68.02,26.52,68,27,60,41,54,41,49.4054,Non,refusée
GMC0001634,2023-06-21,Bouhlel Mohamed,Tunisie,82.4,1,82,65,85,53,82.4,64.72,82,65,85,1,95,1,60.6546,Oui,assez bien
GMC0001635,2023-06-22,Hinvi Amavi,Bénin,36.81,32,37,53,88,53,36.81,53.0,37,53,88,32,95,32,50.4454,Oui,passable
GMC0001636,2023-06-23,Kpinakin Akouvi,Bénin,38.42,99,38,49,61,52,38.42,49.18,38,49,61,99,6,99,57.05219999999999,Oui,passable
GMC0001637,2023-06-22,Mizouri Monia,Tunisie,46.23,82,46,25,11,60,46.23,24.72,46,25,11,82,42,82,42.2918,Non,refusée
GMC0001638,2023-06-23,Harbaoui Amine,Tunisie,21.52,72,22,10,85,1,21.52,10.14,22,10,85,72,71,72,38.876,Non,refusée
GMC0001639,2023-06-20,Gueye Pape,Sénégal,26.14,64,26,70,20,84,26.14,70.12,26,70,20,64,67,64,48.1932,Non,refusée
GMC0001640,2023-06-22,Camara Moussa,Sénégal,51.3,14,51,51,97,1,51.3,51.18,51,51,97,14,57,14,49.1504,Non,refusée
GMC0001641,2023-06-19,Keita Mamadou,Côte d'ivoire,46.32,23,46,100,6,85,46.32,100.0,46,100,6,23,9,23,51.007799999999996,Oui,passable
GMC0001642,2023-06-23,Nko'o Ekwalla,Cameroun,40.4,34,40,54,93,52,40.4,53.61,40,54,93,34,74,34,52.418800000000005,Oui,passable
GMC0001643,2023-06-23,Ben Yahia Mohamed,Tunisie,80.23,47,80,61,24,78,80.23,61.09,80,61,24,47,22,47,57.9664,Oui,passable
GMC0001644,2023-06-22,Fofana Mamadou,Côte d'ivoire,55.35,57,55,38,71,29,55.35,37.91,55,38,71,57,98,57,53.1188,Oui,passable
GMC0001645,2023-06-23,Ngoumou Ewane,Cameroun,47.15,60,47,48,30,50,47.15,48.43,47,48,30,60,8,60,46.6154,Non,refusée
GMC0001646,2023-06-19,Tchuisseu Biya,Cameroun,73.62,66,74,45,50,64,73.62,44.95,74,45,50,66,57,66,59.70879999999999,Oui,passable
GMC0001647,2023-06-21,Diarra Lassana,Côte d'ivoire,45.42,73,45,35,100,19,45.42,35.2,45,35,100,73,84,73,56.48780000000001,Oui,passable
GMC0001648,2023-06-21,Koffi Anoh,Côte d'ivoire,92.86,87,93,52,51,49,92.86,51.87,93,52,51,87,95,87,71.937,Oui,bien
GMC0001649,2023-06-21,Badiane Lamine,Sénégal,50.62,20,51,22,47,23,50.62,22.44,51,22,47,20,21,20,34.321999999999996,Non,refusée
GMC0001650,2023-06-23,Sylla Adama,Côte d'ivoire,61.35,38,61,91,41,52,61.35,91.06,61,91,41,38,98,38,62.0718,Oui,assez bien
GMC0001651,2023-06-19,Yèkpè Akouvi,Bénin,56.81,17,57,17,74,57,56.81,17.32,57,17,74,17,60,17,40.596,Non,refusée
GMC0001652,2023-06-23,Kane Cheikh,Sénégal,57.65,98,58,68,7,64,57.65,68.14,58,68,7,98,65,98,61.080200000000005,Oui,assez bien
GMC0001653,2023-06-21,Saied Kais,Tunisie,40.24,67,40,66,42,71,40.24,65.55,40,66,42,67,100,67,55.5046,Oui,passable
GMC0001654,2023-06-19,Tchoutchoui Onana,Cameroun,60.6,59,61,14,63,74,60.6,14.4,61,14,63,59,75,59,48.595,Non,refusée
GMC0001655,2023-06-22,Sylla Adama,Côte d'ivoire,55.21,30,55,51,57,47,55.21,51.06,55,51,57,30,66,30,49.1642,Non,refusée
GMC0001656,2023-06-21,Agbagnon Komi,Bénin,60.73,38,61,37,67,9,60.73,37.47,61,37,67,38,47,38,48.3178,Non,refusée
GMC0001657,2023-06-21,Diarra Lassana,Côte d'ivoire,83.94,86,84,17,96,54,83.94,17.22,84,17,96,86,40,86,65.57520000000001,Oui,assez bien
GMC0001658,2023-06-21,Ben Younes Mohamed,Tunisie,45.86,31,46,87,18,65,45.86,86.99,46,87,18,31,2,31,49.89059999999999,Non,refusée
GMC0001659,2023-06-19,Kameni N'Guemo,Cameroun,48.98,71,49,15,80,53,48.98,14.71,49,15,80,71,33,71,48.725,Non,refusée
GMC0001660,2023-06-19,Lombe Ngando,Cameroun,95.92,65,96,28,38,63,95.92,28.36,96,28,38,65,78,65,59.882600000000004,Oui,passable
GMC0001661,2023-06-21,Sossou Komi,Bénin,1.0,1,1,27,45,42,1.0,27.31,1,27,45,1,83,1,18.625799999999998,Non,refusée
GMC0001662,2023-06-20,Sebsi Béji,Tunisie,49.05,87,49,33,36,45,49.05,32.6,49,33,36,87,47,87,49.902,Non,refusée
GMC0001663,2023-06-23,Soumanou Gbènè,Bénin,33.36,96,33,52,71,39,33.36,51.93,33,52,71,96,78,96,58.2808,Oui,passable
GMC0001664,2023-06-23,Diakité Abdoulaye,Côte d'ivoire,44.86,93,45,45,32,42,44.86,44.88,45,45,32,93,6,93,51.6838,Oui,passable
GMC0001665,2023-06-20,Nyemb Tchakounté,Cameroun,67.65,93,68,68,62,1,67.65,68.22,68,68,62,93,28,93,68.6216,Oui,assez bien
GMC0001666,2023-06-21,Slim Rached,Tunisie,1.0,67,1,41,77,46,1.0,40.68,1,41,77,67,43,67,40.241400000000006,Non,refusée
GMC0001667,2023-06-22,Bakary Matip,Cameroun,49.37,49,49,63,29,14,49.37,62.58,49,63,29,49,60,49,48.607200000000006,Non,refusée
